0,title,selfmark,PlainTitle,subject,year,name,cities,countries,continent
74460031,"Full and particular account of that most alarming riot at Wick ... in consequence of cholera having appeared there on Thursday last, the 26th July - F.3.a.13(21)",F.3.a.13(21),"Full and particular account of that most alarming riot at Wick ... in consequence of cholera having appeared there on Thursday last, the 26th July",riots,1832,[],"Edinburgh, Edinburg","['United Kingdom', 'United States']","['Europe', 'North America']"
74460139,Dreadful and awful riots in Paris - ABS.10.203.01(1),ABS.10.203.01(1),Dreadful and awful riots in Paris,,,"['Henry V.', 'John Campbell']","Edinburgh, Paris, Bordeaux","['United States', 'France', 'United Kingdom']","['Europe', 'North America']"
74460147,Dreadful Riot - F.3.a.13(35),F.3.a.13(35),Dreadful Riot,riots,1825,['Fergus Ferguson'],Montgomery,['United States'],['North America']
74460148,Dreadful Riot in London - L.C.Fol.74(153),L.C.Fol.74(153),Dreadful Riot in London,riots,1833,['Lord Melbourne'],"London, Leigh, Police, Edinburgh, Union","['United Kingdom', 'Poland', 'United States']","['Europe', 'North America']"
74460425,"Full and Particular Accounnt of these Great Riots and Mobs that took place at Dundee, on Tuesday, Wednesday and Thursday last, the 6th, 7th and 8th July, 1830, when Three Men lost their Lives, and about 200 severely wounded - L.C.Fol.74(189)",L.C.Fol.74(189),"Full and Particular Accounnt of these Great Riots and Mobs that took place at Dundee, on Tuesday, Wednesday and Thursday last, the 6th, 7th and 8th July, 1830, when Three Men lost their Lives, and about 200 severely wounded",riots,1830,['Symon Byrne'],"Edinburgh, Dundee, Sandy","['South Africa', 'United States', 'United Kingdom', 'Ireland']","['Europe', 'Africa', 'North America']"
74460426,"Full and particular account of these great riots and mobs that took place at Dundee ... July, 1830 - F.3.a.13(18)",F.3.a.13(18),"Full and particular account of these great riots and mobs that took place at Dundee ... July, 1830",riots,1830,['Symon Byrne'],"Edinburgh, Dundee, Sandy","['South Africa', 'United States', 'United Kingdom', 'Ireland']","['Europe', 'Africa', 'North America']"
74460445,Serious outrage and disturbance in Glasgow - Ry.III.a.2(010),Ry.III.a.2(010),Serious outrage and disturbance in Glasgow,riots,1828,['Glasgow Chronicle'],"Glasgow, Rutherglen, Bridgeton","['United Kingdom', 'United States']","['Europe', 'North America']"
74460588,"Full, true and particular account of the trial of Samuel M'Lauchlan, master baker, and Thomas Badger, before the High Court of Justiciary, for the riots at Lauder at the election of a member of parllament [sic], and for assaulting Lord Maitland, the Sheri - F.3.a.13(16)",F.3.a.13(16),"Full, true and particular account of the trial of Samuel M'Lauchlan, master baker, and Thomas Badger, before the High Court of Justiciary, for the riots at Lauder at the election of a member of parllament [sic], and for assaulting Lord Maitland, the Sheri",riots,1831,"['Thomas Badger', 'Lord Maitland']",Badger,['United States'],['North America']
74460813,"Full and prticular [sic] account of five men that were executed at London, for raising a dreadful mob, in the behalf of the Pretender - Ry.III.c.36(38)",Ry.III.c.36(38),"Full and prticular [sic] account of five men that were executed at London, for raising a dreadful mob, in the behalf of the Pretender",,,['Mr. Hoar'],"Man, London, Parker, Smithfield, George","[""Côte d'Ivoire"", 'United States', 'United Kingdom', 'South Africa']","['Europe', 'Africa', 'North America']"
74460854,"Account of the trial of John Skelton, which came on before the High Court of Justiciary, at Edinburgh, on Monday the 2d of March, 1812, for rioting and robbery, on the streets of Edinburgh, on New Year's Morning last, and who is to be executed in that Cit - 6.314(27)",6.314(27),"Account of the trial of John Skelton, which came on before the High Court of Justiciary, at Edinburgh, on Monday the 2d of March, 1812, for rioting and robbery, on the streets of Edinburgh, on New Year's Morning last, and who is to be executed in that Cit",riots,1812,"['Dugald Campbell', 'William Robertson', 'Mr. Blackwood', 'James Brown', ""Kenneth M'Kenzie"", 'John Chisholm', 'William Walker', 'Mr. Innes', ""Hugh M'Intosh"", 'John Grotto']","Johnstone, March, Campbell, Napier, Blackwood, Police, Edinburgh, Walker","['United Kingdom', 'Poland', 'United States', 'New Zealand']","['Europe', 'Oceania', 'North America']"
74458971,"Sunday steamer, Emperor - L.C.Fol.70(266)",L.C.Fol.70(266),"Sunday steamer, Emperor",,,[],"Glasgow, Waterloo","['United States', 'United Kingdom']","['Europe', 'North America']"
74458972,"Weasel uncas'd, or The in and outside of a priest drawn to the life - L.C.Fol.76(26)",L.C.Fol.76(26),"Weasel uncas'd, or The in and outside of a priest drawn to the life",,,"['Loyal Piece', 'Whether Jimmy']","David, Providence, Man","['United States', ""Côte d'Ivoire"", 'Panama']","['Africa', 'North America']"
74458980,Broken down saint I shall be - RB.m.143(043),RB.m.143(043),Broken down saint I shall be,ballad,1880-1900,[],Of,['Turkey'],['Asia']
74458986,"Dialogue betwixt Satan and a young man, or, Satan's temptations to delay repentance - RB.l.106(108)",RB.l.106(108),"Dialogue betwixt Satan and a young man, or, Satan's temptations to delay repentance",,,"['J. J.', 'Fifty Years', 'Rash Youth', 'John Reid']","Young, Born, Man, Aberdeen, Edinburgh","[""Côte d'Ivoire"", 'Uruguay', 'United States', 'Netherlands', 'United Kingdom']","['Europe', 'South America', 'Africa', 'North America']"
74459075,Bird of the wilderness (The Skylark) - L.C.1269(310),L.C.1269(310),Bird of the wilderness (The Skylark),,,"['Wales Mary Queen', 'Riddle Johnny']",,[],[]
74459304,"Long Lent, 1685, or A vindication of the feasts, against those three great horned beasts, John Forbes, Master Duncan Lidel, with his son George to tune their fidle [sic] - Ry.III.a.10(32)",Ry.III.a.10(32),"Long Lent, 1685, or A vindication of the feasts, against those three great horned beasts, John Forbes, Master Duncan Lidel, with his son George to tune their fidle [sic]",,,"['Master Duncan Lidel', 'Moon All Authors', 'Master Duncan']","Man, Duncan, London, Aberdeen, Bell, Edinburgh","['United States', 'United Kingdom', ""Côte d'Ivoire"", 'Greece']","['Africa', 'Europe', 'North America']"
74459396,Peter's picture for a bawbee - L.C.178.A.2(239),L.C.178.A.2(239),Peter's picture for a bawbee,,,[],,[],[]
74459425,Samson's foxes - Ry.III.a.10(72),Ry.III.a.10(72),Samson's foxes,,,['From French'],"Edinburgh, Man, Geneva","['United States', ""Côte d'Ivoire"", 'United Kingdom']","['Europe', 'Africa', 'North America']"
74459426,"Samson's foxes, a new litany - L.C.Fol.76(87)",L.C.Fol.76(87),"Samson's foxes, a new litany",,,['From French'],"Edinburgh, Man, Geneva","['United States', ""Côte d'Ivoire"", 'United Kingdom']","['Europe', 'Africa', 'North America']"
74459451,St Andrew Agnew's agony bill - L.C.Fol.70(094),L.C.Fol.70(094),St Andrew Agnew's agony bill,,,"['AGONY BILL', 'Negro Melodist']","Glasgow, Of","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459452,St Peter at the gate - RB.m.143(161),RB.m.143(161),St Peter at the gate,ballad,1880-1900,['Angel Gabriel'],"Glasgow, Of","['Turkey', 'United Kingdom']","['Europe', 'Asia']"
74459454,Sunday trading - L.C.fol.178A.2(125),L.C.fol.178A.2(125),Sunday trading,,,[],,[],[]
74459475,Auld sark sleeve - L.C.Fol.70(187),L.C.Fol.70(187),Auld sark sleeve,,,[],"Dundee, Bangor","['South Africa', 'United States']","['Africa', 'North America']"
74459479,"Ballad of the cloak; or, The cloaks knaverie - L.C.Fol.76(39)",L.C.Fol.76(39),"Ballad of the cloak; or, The cloaks knaverie",,,"['Ten Command', 'Put Prælacie', 'Majesty Bleed']",,[],[]
74459489,Bible valued by the little wanderers. Founded on fact - F.3.a.13(111),F.3.a.13(111),Bible valued by the little wanderers. Founded on fact,ballad,1835,[],London,['United Kingdom'],['Europe']
74459509,Boy in blue - L.C.Fol.70(112),L.C.Fol.70(112),Boy in blue,,,[],,[],[]
74459522,Child's dream: a story of Heaven - L.C.1260(181a),L.C.1260(181a),Child's dream: a story of Heaven,ballad,1843-1855,[],"Edinburgh, Of","['Turkey', 'United Kingdom']","['Europe', 'Asia']"
74459524,Cloak's knavery - Ry.III.a.10(121),Ry.III.a.10(121),Cloak's knavery,ballad,1719,"['Lord Mayors', 'Peoples Eyes', 'Tom Trumpeter', 'Twenty Thousand', 'Or Catch']",Foster,"['United States', 'Turkey']","['Asia', 'North America']"
74459545,Downfall of Brigham Young - L.C.Fol.70(138),L.C.Fol.70(138),Downfall of Brigham Young,,,[],Young,['Uruguay'],['South America']
74459553,"Elder's warning, a lay of the convocation - L.C.Fol.178A.2(101)",L.C.Fol.178A.2(101),"Elder's warning, a lay of the convocation",,,"['Black Prelacy', 'Rullion Green', 'Hallow Fair']",,[],[]
74459618,Lover's discussion - L.C.Fol.178.A.2(053),L.C.Fol.178.A.2(053),Lover's discussion,ballad,1852-1859,['St. Peter'],"Fordon, Rome, Roman, Nancy, Martin","['France', 'Poland', 'Romania', 'Slovakia', 'United States']","['Europe', 'North America']"
74459658,"Presbytery, a satyr - Ry.III.a.10(120)",Ry.III.a.10(120),"Presbytery, a satyr",ballad,1647-,"['Religions Dawes', 'Spruce Christian Mustyes', 'Geneva Fryars', 'Walnut Trees']","Canterbury, Rome, Grove, Hercules, Borne, Most, Swords, Of","['United States', 'United Kingdom', 'Netherlands', 'Czechia', 'Ireland', 'Turkey', 'Greece']","['Europe', 'Asia', 'North America']"
74459693,Spiritual railway - L.C.Fol.178.A.2(024),L.C.Fol.178.A.2(024),Spiritual railway,ballad,1852-1859,"['Wholesale Stationer', 'Large Posting Bills', 'Nelson Street']",Glasgow,['United Kingdom'],['Europe']
74459723,There's a corner for you at my fireside still - L.C.Fol.70(66a)/L.C.Fol.70(123),L.C.Fol.70(66a)/L.C.Fol.70(123),There's a corner for you at my fireside still,,,[],Dundee,['South Africa'],['Africa']
74459785,"Books of the Bible, a literary curiosity - RB.m.143(073)",RB.m.143(073),"Books of the Bible, a literary curiosity",religion,1880-1900,"['Ten Tribes', 'Whilst Christ', 'Whilst Obadiah']","Amos, Dundee, Of","['Israel', 'Turkey', 'Canada', 'South Africa']","['Africa', 'Asia', 'North America']"
74459952,"Organic affections or An account of a meeting held in the Relief Church, St James' Place to consider the use of an organ in public worship - L.C.1268(119)",L.C.1268(119),"Organic affections or An account of a meeting held in the Relief Church, St James' Place to consider the use of an organ in public worship",,,"['College Street Chapel', 'Stick Tam']","Dyer, Constantine","['United States', 'Algeria']","['Africa', 'North America']"
74459966,Balsom for backsliders or Some hints anent the Oath of Abjuration - RB.l.106(77),RB.l.106(77),Balsom for backsliders or Some hints anent the Oath of Abjuration,,,"['Honest Folk', ""Consin 'd"", 'Yet Swallow', 'Love Confusion', 'Ye Authors', 'Begone Schismaticks']","Male, Nice, Of","['Turkey', 'France', 'Maldives']","['Europe', 'Asia']"
74459981,Dialogue between the pillory and Daniel Defoe - RB.l.262(044),RB.l.262(044),Dialogue between the pillory and Daniel Defoe,,,['Thou Prop'],Of,['Turkey'],['Asia']
74460035,"Account of a most dreadful mob that happened in the Church of St Mary-White-Chaple, in London - Ry.III.c.36(18)",Ry.III.c.36(18),"Account of a most dreadful mob that happened in the Church of St Mary-White-Chaple, in London",,,[],"Sutton, London",['United Kingdom'],['Europe']
74460060,"Epitaph on Mr Samuel Smith, Minister of Newgate - Ry.III.c.36(150)",Ry.III.c.36(150),"Epitaph on Mr Samuel Smith, Minister of Newgate",religion,1720-,"['Sorrals As Antient', 'From Hedge', 'Old Thief', 'Edinburgh Reprinted']","Flint, Pen, London","['United States', 'India', 'United Kingdom']","['Europe', 'Asia', 'North America']"
74460127,Dialogue between death & a sinner - L.C.Fol.178A.2(059),L.C.Fol.178A.2(059),Dialogue between death & a sinner,,,"['O Death', 'Where Jesus']",Glasgow,['United Kingdom'],['Europe']
74460377,"Most shameful riot at the anti-Popery lecture, Edinburgh - L.C.Fol.74(207)",L.C.Fol.74(207),"Most shameful riot at the anti-Popery lecture, Edinburgh",riots,1841,[],"Rome, Edinburgh, March","['United Kingdom', 'United States']","['Europe', 'North America']"
74460459,Strange Circumstance which Took Place in the Tolbooth Ch[urch] - L.C.Fol.74(87),L.C.Fol.74(87),Strange Circumstance which Took Place in the Tolbooth Ch[urch],religion,1820-1830,"['Singular Circumstsnce Which', 'JAMES BROWN']",Edinburgh,['United Kingdom'],['Europe']
74460589,"Just published, an account of the trial of the Rev. Mr Tait, Minister of the College Church, before the Presbytery of Edinburgh, which met this day in the Trustee's Hall, head of Scott's Close - F.3.a.13(93)",F.3.a.13(93),"Just published, an account of the trial of the Rev. Mr Tait, Minister of the College Church, before the Presbytery of Edinburgh, which met this day in the Trustee's Hall, head of Scott's Close",trials,1835-1836,"['David Thourburn', 'Drs Inglis']",Edinburgh,['United Kingdom'],['Europe']
74460667,Wonderful Case! - F.3.a.13(81),F.3.a.13(81),Wonderful Case!,religion,1830,[],London,"['United Kingdom', 'Ireland']",['Europe']
74460671,Yankee Sermon - RB.m.143(118),RB.m.143(118),Yankee Sermon,religion,1880-1900,['Brother Flint'],"Orleans, Halle, Beersheba, Zion, Flint","['United States', 'Brazil', 'Germany', 'Israel']","['South America', 'Europe', 'Asia', 'North America']"
74460677,"To the most noble, most illustrious, most honourable, and most renouned, Patrick, Earl of Marchmount, Lord High Chancellar [sic] of the kingdom of Scotland, Sir Hugh Dalrymple of North-Berwick, Lord President, and to the remanent Lords, ordinary and extra - RB.l.262(081)",RB.l.262(081),"To the most noble, most illustrious, most honourable, and most renouned, Patrick, Earl of Marchmount, Lord High Chancellar [sic] of the kingdom of Scotland, Sir Hugh Dalrymple of North-Berwick, Lord President, and to the remanent Lords, ordinary and extra",,,"['Mr. Robert Monteith', 'Kind Clerk Mackenzie']",,[],[]
74460859,"William Sankey, boldly states, in Merchants' Hall - L.C.1268(109)",L.C.1268(109),"William Sankey, boldly states, in Merchants' Hall",,,"['Blind Guides', 'Faithful Witness']",Rome,"['Greece', 'United States']","['Europe', 'North America']"
74460875,"Account of the strange and wonderful manner in which John Fox, who some time ago lived near Nottingham, was sorely afflicted with an evil spirit, that threw him into fits, deprived him of the power of speech, spoke within him, and endeavoured to baffle th - APS.3.83.18",APS.3.83.18,"Account of the strange and wonderful manner in which John Fox, who some time ago lived near Nottingham, was sorely afflicted with an evil spirit, that threw him into fits, deprived him of the power of speech, spoke within him, and endeavoured to baffle th",religion,1810-1830,"['Mr. Richard Rothwell', 'Mr. Bernard', 'Mr. Rothwell', 'Mr. R.']","David, Nottingham, Duncan, Mansfield, Glasgow, Dorchester","['United Kingdom', 'United States', 'Panama', 'Greece']","['Europe', 'North America']"
74465039,Reel of Bogie - APS.4.81.41,APS.4.81.41,Reel of Bogie,religion,1833-1842,['Nichol Lithog'],,[],[]
74537322,Free Kirk and her Boy Tammy - RB.m.143(176),RB.m.143(176),Free Kirk and her Boy Tammy,religion,1843-,['Exit TAMMY—overturning'],Edinburgh,['United Kingdom'],['Europe']
74561320,"Noble man's generous kindness; or,The country-man's Unexpected happiness' - Ry.III.a.10(40)",Ry.III.a.10(40),"Noble man's generous kindness; or,The country-man's Unexpected happiness'",,,"['Daily Labour', 'Wine All']",Man,"[""Côte d'Ivoire""]",['Africa']
74459929,"Trial & sentence of James Burtney before the High Court of Justiciary at Edinburgh, on Monday the 18th Nov. 1822, for violating the person of a girl under nine years of age, at Prestwick, near Ayr, when he was sentenced to be executed at Ayr, on Friday th - L.C.Fol.73(41)",L.C.Fol.73(41),"Trial & sentence of James Burtney before the High Court of Justiciary at Edinburgh, on Monday the 18th Nov. 1822, for violating the person of a girl under nine years of age, at Prestwick, near Ayr, when he was sentenced to be executed at Ayr, on Friday th",,,"['Janet Anderson', 'Prestwick Toll-bar', 'William Eaton', 'James Burtnay', 'Sir Alex']","Ayr, Taylor, Anderson, Much, Glasgow, Prestwick, Edinburgh, Of","['United Kingdom', 'United States', 'Turkey', 'Germany']","['Europe', 'Asia', 'North America']"
74460024,"Full and particular account of the trial and sentence of John Miller and William Storrier, accused of an assault and rape on a girl, 14 years of age, who are to be publicly whipped through the town of Dundee on the 4th of October [1822] next, and thereaft - Ry.III.a.2(28)",Ry.III.a.2(28),"Full and particular account of the trial and sentence of John Miller and William Storrier, accused of an assault and rape on a girl, 14 years of age, who are to be publicly whipped through the town of Dundee on the 4th of October [1822] next, and thereaft",rape,1822,"['Lord Hermand', 'William Robertson']","Perth, Dundee","['South Africa', 'United Kingdom']","['Europe', 'Africa']"
74460040,"Account of the public flogging of Edward Hand through the streets of Glasgow, on Wednesday the 25th September, 1822, for committing a violent assault on the person of a young girl under 12 years of age, at Greenock - L.C.Fol.73(39)",L.C.Fol.73(39),"Account of the public flogging of Edward Hand through the streets of Glasgow, on Wednesday the 25th September, 1822, for committing a violent assault on the person of a young girl under 12 years of age, at Greenock",,,['Lord Meadowbank'],"Ayr, Glasgow, Greenock, Perth, Of","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74460075,"Full and particular account of the trial and sentence of James Newlands, who is to be executed at Inverness, on Saturday 25th May, 1833, for the horrible crime of rape on a young girl, only 17 years of age - F.3.a.13(86)",F.3.a.13(86),"Full and particular account of the trial and sentence of James Newlands, who is to be executed at Inverness, on Saturday 25th May, 1833, for the horrible crime of rape on a young girl, only 17 years of age",trials,1833,"['Jane Ross', 'Jemes Newlands', 'Lord Medwyn']",Inverness,['United Kingdom'],['Europe']
74460586,"Full, true, and particular account of the trial of Mr David Bartie, writer, before the High Court of Justiciary, yesterday, for violating the person of Margaret Gray, a girl fourteen years of age, servant in the house in which the pannel lodged, in East C - F.3.a.14(50)",F.3.a.14(50),"Full, true, and particular account of the trial of Mr David Bartie, writer, before the High Court of Justiciary, yesterday, for violating the person of Margaret Gray, a girl fourteen years of age, servant in the house in which the pannel lodged, in East C",rape,1830,"['David Bertie', 'Jane Skirving', 'Mrs Skirving', 'Ann Gray', 'Mrs S.']","Harvey, Edinburgh","['United Kingdom', 'United States']","['Europe', 'North America']"
74460602,"Just published, the trial of Duncan MacMillan, for the horrid crime of assaulting and raviging the person of Jean McLauchlane, with the dreadful sentence pronounced upon him, which important trial came on before the High Court of Justiciary yesterday, and - F.3.a.13(37)",F.3.a.13(37),"Just published, the trial of Duncan MacMillan, for the horrid crime of assaulting and raviging the person of Jean McLauchlane, with the dreadful sentence pronounced upon him, which important trial came on before the High Court of Justiciary yesterday, and",rape,1830,"['Lords Commisioners', 'Lord Moncrieff', 'James Hosie']",,[],[]
74460656,"Particular account of the trial and sentence of John Miller, William Storrier, and Wm. Robertson [at Perth, 13th September, 1822] for two different rapes of a most horrid nature, and committed at different times, who is to be executed at Cupar in Fife on  - L.C.Fol.73(37)",L.C.Fol.73(37),"Particular account of the trial and sentence of John Miller, William Storrier, and Wm. Robertson [at Perth, 13th September, 1822] for two different rapes of a most horrid nature, and committed at different times, who is to be executed at Cupar in Fife on ",,,"['William Storrier', 'Lord Succoth', 'Cupar Fife']","Glasgow, Dundee","['South Africa', 'United Kingdom']","['Europe', 'Africa']"
74460871,"Account of that cruel and horrid rape which was perpetrated by a man on a woman on the Paisley Road, on Saturday - L.C.Fol.73(111)",L.C.Fol.73(111),"Account of that cruel and horrid rape which was perpetrated by a man on a woman on the Paisley Road, on Saturday",rape,1830,['Edinburgh Mercury'],"Glasgow, Edinburgh, Man, Paisley","['United Kingdom', ""Côte d'Ivoire""]","['Europe', 'Africa']"
74459064,Barney Ligget's misfortunes - L.C.Fol.178A.2(048),L.C.Fol.178A.2(048),Barney Ligget's misfortunes,,,['Barney Ligget'],"Glasgow, Paradise","['United States', 'United Kingdom']","['Europe', 'North America']"
74459199,Fy gar rub her o'er wi' Strae - Ry.III.c.36(118),Ry.III.c.36(118),Fy gar rub her o'er wi' Strae,ballad,1720-1730,[],Of,['Turkey'],['Asia']
74459314,"Luckie Gibson's latter-will, or Comfort to her customers - Ry.III.c.36(117)",Ry.III.c.36(117),"Luckie Gibson's latter-will, or Comfort to her customers",ballad,1718-,"['My Wemon', 'Mrs S', 'Honest Luckie', 'Honest Lucky']",Foster,['United States'],['North America']
74459315,Lucky Spence's last advice - RB.l.262(100),RB.l.262(100),Lucky Spence's last advice,,,"['Shanker Meg', 'Pund Scots Is', 'Vild Hangy', 'Ilk Pleasure', 'Taunty Ranty', 'Lest Consciencc Judge', 'Luckie Spence']",Roses,['Spain'],['Europe']
74459694,"Sporting ladies reply to Mr Reynard the Fox 's list, or Burlesque, on them, and their profession - L.C.1268(002)",L.C.1268(002),"Sporting ladies reply to Mr Reynard the Fox 's list, or Burlesque, on them, and their profession",,,"['Lottery Prizes', 'Income Tax']","Edinburgh, Police, Cork","['Poland', 'Ireland', 'United Kingdom']",['Europe']
74460131,Discovery of a most shameful and infamous den in the New Town of Edinburgh - F.3.a.13(119),F.3.a.13(119),Discovery of a most shameful and infamous den in the New Town of Edinburgh,,,['Splendid Establishment'],"Edinburgh, Burke, Balfour","['United Kingdom', 'South Africa', 'United States']","['Europe', 'North America', 'Africa']"
74460242,"Execution of Mary M'Kinnon, 16th April, 1823, with her own account of her life - L.C.Fol.73(49)",L.C.Fol.73(49),"Execution of Mary M'Kinnon, 16th April, 1823, with her own account of her life",,,[],"London, Mary, Inverness, Glasgow, Edinburgh","['United Kingdom', 'Turkmenistan', 'Ireland']","['Europe', 'Asia']"
74460243,"Execution of Mrs. M'Kinnon who was executed at Edinburgh on Wednesday morning the 16th April, 1823, in the presence of 30,000 spectators, for the murder of Mr. Wm. Howat, and her body given for dissection - L.C.Fol.73(048)",L.C.Fol.73(048),"Execution of Mrs. M'Kinnon who was executed at Edinburgh on Wednesday morning the 16th April, 1823, in the presence of 30,000 spectators, for the murder of Mr. Wm. Howat, and her body given for dissection",executions,1823,['John Muir Printer'],"Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460269,Female prostitute - Ry.III.a.2(056),Ry.III.a.2(056),Female prostitute,,,[],Edinburgh,['United Kingdom'],['Europe']
74460354,"Life, sufferings, and death of Janet Fleming - L.C.Fol.74(369a)",L.C.Fol.74(369a),"Life, sufferings, and death of Janet Fleming",courtship,1830-1840,['Alexander Fleming'],Edinburgh,['United Kingdom'],['Europe']
74460561,Whores of Edinburgh's lament for want of Luckie Spence - Ry.III.c.36(136),Ry.III.c.36(136),Whores of Edinburgh's lament for want of Luckie Spence,prostitution,1718,"['How Dark', 'Soul Tryed']",Edinburgh,['United Kingdom'],['Europe']
74460744,Full and particular account of the extravagent adventures of a young inexperienced farmer from the country - L.C.1268(025),L.C.1268(025),Full and particular account of the extravagent adventures of a young inexperienced farmer from the country,,,[],Edinburgh,['United Kingdom'],['Europe']
74460772,"List of the sporting ladies, who are arrived in Edinburgh, from all the different towns in the three kingdoms, to take their pleasure at Kelso races - L.C.Fol.74(281)",L.C.Fol.74(281),"List of the sporting ladies, who are arrived in Edinburgh, from all the different towns in the three kingdoms, to take their pleasure at Kelso races",sport,1810-1830,"['Miss Betty Brown', 'Miss Nell Graham', 'Miss Mally Stewart', 'Miss Sally Ross', 'Miss Bell', 'Miss Fanny', 'Miss Mackiver', 'Miss Macksun', 'Miss Gall', 'Miss Smith']","London, Kirkcaldy, Aberdeen, Glasgow, Montrose, Dundee, Dublin, York, Stirling, Perth, Edinburgh, Graham","['United Kingdom', 'United States', 'South Africa']","['Africa', 'Europe', 'North America']"
74555614,Knights of the Horn Order's address to the Fruit Maids of Edinburgh - Ry.III.a.10(19),Ry.III.a.10(19),Knights of the Horn Order's address to the Fruit Maids of Edinburgh,,,"['Gain Swear', 'Good Lord', 'Brandie Possits']",Edinburgh,['United Kingdom'],['Europe']
74460067,Ancient prophecy - L.C.Fol.73(087),L.C.Fol.73(087),Ancient prophecy,prophecies,1820,['God Almighty'],"Johnstone, Waterloo","['Ireland', 'United States', 'United Kingdom']","['Europe', 'North America']"
74460132,Discovery of Ancient Relics - L.C.1268(120),L.C.1268(120),Discovery of Ancient Relics,prophecies,1831,[],Edinburgh,['United Kingdom'],['Europe']
74460257,Extraordinary Predictions - F.3.a.13(121),F.3.a.13(121),Extraordinary Predictions,prophecies,1830-1831,[],"Holland, London, Jupiter","['United Kingdom', 'United States', 'Poland', 'Russian Federation', 'Sweden', 'Netherlands', 'France']","['Europe', 'North America']"
74460368,Martin's wonderful prophecies - L.C.Fol.74(107),L.C.Fol.74(107),Martin's wonderful prophecies,prophecies,1819-,[],"Rome, Providence, Martin","['United States', 'Ireland', 'Slovakia', 'United Kingdom']","['Europe', 'North America']"
74460471,Awful Prophecies of David Ross - L.C.Fol.73(40),L.C.Fol.73(40),Awful Prophecies of David Ross,,,"['Johann Southcott', 'John Muir']","Glasgow, Smyrna, Asia, Stirling","['United Kingdom', 'Philippines', 'United States']","['Europe', 'Asia', 'North America']"
74460670,Wonderful prophecies of John Leckie - APS.3.83.17,APS.3.83.17,Wonderful prophecies of John Leckie,prophecies,1820,[],"Glasgow, Rome, Providence","['Ireland', 'United States', 'United Kingdom']","['Europe', 'North America']"
74460749,"Merlin reviv'd: or, An old prophecy lately found in a manuscript in Pontefract-Castle in York-shire - Ry.III.a.10(122)",Ry.III.a.10(122),"Merlin reviv'd: or, An old prophecy lately found in a manuscript in Pontefract-Castle in York-shire",prophecies,1682,"['Ignatius Brood', 'Hellish Plots', 'Great Joy']","Rome, Man, Lyon","['United States', 'France', ""Côte d'Ivoire""]","['Africa', 'Europe', 'North America']"
74458962,Oh! Hae ye heard o' an unprincipled squad - L.C.Fol.70(011),L.C.Fol.70(011),Oh! Hae ye heard o' an unprincipled squad,,,['Adam Green'],"Police, Sandy","['United States', 'Poland']","['Europe', 'North America']"
74458967,Honest Jemmy Ayton - RB.m.143(185),RB.m.143(185),Honest Jemmy Ayton,ballad,1830-1840,"['Bobby Thomson', 'Lauder Dick', 'Francis Jeffrey']",Union,['United States'],['North America']
74458968,Huzza for Provost Spittal - ABS.10.203.01(087),ABS.10.203.01(087),Huzza for Provost Spittal,ballad,1833,"['Provost Spittal', 'Though Aytoun']",Edinburgh,['United Kingdom'],['Europe']
74458976,Hurrah! For Francis Jeffrey! - ABS.10.203.01(65),ABS.10.203.01(65),Hurrah! For Francis Jeffrey!,politics,1832,"['Till Scotland', 'Francis Jeffrey', 'High Street']","Edina, Edinburgh, Liberal, Of","['United States', 'United Kingdom', 'Turkey']","['Europe', 'Asia', 'North America']"
74458987,Familiar epistle from Dudley to Edinburgh - ABS.10.203.1(97),ABS.10.203.1(97),Familiar epistle from Dudley to Edinburgh,,,[],Of,['Turkey'],['Asia']
74459004,New song for the electors of the County of Midlothian - RB.m.143(181),RB.m.143(181),New song for the electors of the County of Midlothian,ballad,1830-1840,['Sir John'],"London, Of","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459010,New Whig garland - RB.m.143(166),RB.m.143(166),New Whig garland,ballad,1830-1840,"['Jamie Abercrombie', 'Francis Jeffrey']",Garland,"['United States', 'India']","['Asia', 'North America']"
74459014,Pointed and poetic appeal to the people - ABS.10.203.01(105),ABS.10.203.01(105),Pointed and poetic appeal to the people,ballad,1830-1840,[],Of,['Turkey'],['Asia']
74459017,Scottish Answer to a British Vision - RB.l.106(111),RB.l.106(111),Scottish Answer to a British Vision,,,"['Noisie Froth', 'Thus Thames', 'Virtuous Quondam Is Treated', 'Wants Words']","London, Union","['United States', 'United Kingdom']","['Europe', 'North America']"
74459029,"Abercromby's answer, or the exchequer garland - ABS.10.203.01(062)",ABS.10.203.01(062),"Abercromby's answer, or the exchequer garland",ballad,1830-1840,[],,[],[]
74459032,Address to Robert Montgomery Esq; Late Lord Provost of the City of Edinburgh - APS.4.87.44,APS.4.87.44,Address to Robert Montgomery Esq; Late Lord Provost of the City of Edinburgh,ballad,1758,[],"Edinburgh, Of","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74459036,Aladdin's Lamp - L.C.1269(177a),L.C.1269(177a),Aladdin's Lamp,ballad,1856,[],Bell,"['United States', 'United Kingdom']","['Europe', 'North America']"
74459045,"Excellent new song, young Jamie Aytoun - ABS.10.203.01(067)",ABS.10.203.01(067),"Excellent new song, young Jamie Aytoun",politics,1841-,['Jamie Aytoun'],,[],[]
