74460139.txt,"Dreadful and awful riots in Paris - ABS.10.203.01(1)"
74460147.txt,"Dreadful Riot - F.3.a.13(35)"
74460148.txt,"Dreadful Riot in London - L.C.Fol.74(153)"
74460425.txt,"Full and Particular Accounnt of these Great Riots and Mobs that took place at Dundee, on Tuesday, Wednesday and Thursday last, the 6th, 7th and 8th July, 1830, when Three Men lost their Lives, and about 200 severely wounded - L.C.Fol.74(189)"
74460426.txt,"Full and particular account of these great riots and mobs that took place at Dundee ... July, 1830 - F.3.a.13(18)"
74460445.txt,"Serious outrage and disturbance in Glasgow - Ry.III.a.2(010)"
74460588.txt,"Full, true and particular account of the trial of Samuel M'Lauchlan, master baker, and Thomas Badger, before the High Court of Justiciary, for the riots at Lauder at the election of a member of parllament [sic], and for assaulting Lord Maitland, the Sheri - F.3.a.13(16)"
74460813.txt,"Full and prticular [sic] account of five men that were executed at London, for raising a dreadful mob, in the behalf of the Pretender - Ry.III.c.36(38)"
74460854.txt,"Account of the trial of John Skelton, which came on before the High Court of Justiciary, at Edinburgh, on Monday the 2d of March, 1812, for rioting and robbery, on the streets of Edinburgh, on New Year's Morning last, and who is to be executed in that Cit - 6.314(27)"
74458971.txt,"Sunday steamer, Emperor - L.C.Fol.70(266)"
74458972.txt,"Weasel uncas'd, or The in and outside of a priest drawn to the life - L.C.Fol.76(26)"
74458980.txt,"Broken down saint I shall be - RB.m.143(043)"
74458986.txt,"Dialogue betwixt Satan and a young man, or, Satan's temptations to delay repentance - RB.l.106(108)"
74459075.txt,"Bird of the wilderness (The Skylark) - L.C.1269(310)"
74459304.txt,"Long Lent, 1685, or A vindication of the feasts, against those three great horned beasts, John Forbes, Master Duncan Lidel, with his son George to tune their fidle [sic] - Ry.III.a.10(32)"
74459396.txt,"Peter's picture for a bawbee - L.C.178.A.2(239)"
74459425.txt,"Samson's foxes - Ry.III.a.10(72)"
74459426.txt,"Samson's foxes, a new litany - L.C.Fol.76(87)"
74459451.txt,"St Andrew Agnew's agony bill - L.C.Fol.70(094)"
74459452.txt,"St Peter at the gate - RB.m.143(161)"
74459454.txt,"Sunday trading - L.C.fol.178A.2(125)"
74459475.txt,"Auld sark sleeve - L.C.Fol.70(187)"
74459479.txt,"Ballad of the cloak; or, The cloaks knaverie - L.C.Fol.76(39)"
74459489.txt,"Bible valued by the little wanderers. Founded on fact - F.3.a.13(111)"
74459509.txt,"Boy in blue - L.C.Fol.70(112)"
74459522.txt,"Child's dream: a story of Heaven - L.C.1260(181a)"
74459524.txt,"Cloak's knavery - Ry.III.a.10(121)"
74459545.txt,"Downfall of Brigham Young - L.C.Fol.70(138)"
74459553.txt,"Elder's warning, a lay of the convocation - L.C.Fol.178A.2(101)"
74459618.txt,"Lover's discussion - L.C.Fol.178.A.2(053)"
74459658.txt,"Presbytery, a satyr - Ry.III.a.10(120)"
74459693.txt,"Spiritual railway - L.C.Fol.178.A.2(024)"
74459723.txt,"There's a corner for you at my fireside still - L.C.Fol.70(66a)/L.C.Fol.70(123)"
74459785.txt,"Books of the Bible, a literary curiosity - RB.m.143(073)"
74459952.txt,"Organic affections or An account of a meeting held in the Relief Church, St James' Place to consider the use of an organ in public worship - L.C.1268(119)"
74459966.txt,"Balsom for backsliders or Some hints anent the Oath of Abjuration - RB.l.106(77)"
74459981.txt,"Dialogue between the pillory and Daniel Defoe - RB.l.262(044)"
74460035.txt,"Account of a most dreadful mob that happened in the Church of St Mary-White-Chaple, in London - Ry.III.c.36(18)"
74460060.txt,"Epitaph on Mr Samuel Smith, Minister of Newgate - Ry.III.c.36(150)"
74460127.txt,"Dialogue between death & a sinner - L.C.Fol.178A.2(059)"
74460377.txt,"Most shameful riot at the anti-Popery lecture, Edinburgh - L.C.Fol.74(207)"
74460459.txt,"Strange Circumstance which Took Place in the Tolbooth Ch[urch] - L.C.Fol.74(87)"
74460589.txt,"Just published, an account of the trial of the Rev. Mr Tait, Minister of the College Church, before the Presbytery of Edinburgh, which met this day in the Trustee's Hall, head of Scott's Close - F.3.a.13(93)"
74460667.txt,"Wonderful Case! - F.3.a.13(81)"
74460671.txt,"Yankee Sermon - RB.m.143(118)"
74460677.txt,"To the most noble, most illustrious, most honourable, and most renouned, Patrick, Earl of Marchmount, Lord High Chancellar [sic] of the kingdom of Scotland, Sir Hugh Dalrymple of North-Berwick, Lord President, and to the remanent Lords, ordinary and extra - RB.l.262(081)"
74460859.txt,"William Sankey, boldly states, in Merchants' Hall - L.C.1268(109)"
74460875.txt,"Account of the strange and wonderful manner in which John Fox, who some time ago lived near Nottingham, was sorely afflicted with an evil spirit, that threw him into fits, deprived him of the power of speech, spoke within him, and endeavoured to baffle th - APS.3.83.18"
74465039.txt,"Reel of Bogie - APS.4.81.41"
74537322.txt,"Free Kirk and her Boy Tammy - RB.m.143(176)"
74561320.txt,"Noble man's generous kindness; or,The country-man's Unexpected happiness' - Ry.III.a.10(40)"
74459929.txt,"Trial & sentence of James Burtney before the High Court of Justiciary at Edinburgh, on Monday the 18th Nov. 1822, for violating the person of a girl under nine years of age, at Prestwick, near Ayr, when he was sentenced to be executed at Ayr, on Friday th - L.C.Fol.73(41)"
74460024.txt,"Full and particular account of the trial and sentence of John Miller and William Storrier, accused of an assault and rape on a girl, 14 years of age, who are to be publicly whipped through the town of Dundee on the 4th of October [1822] next, and thereaft - Ry.III.a.2(28)"
74460040.txt,"Account of the public flogging of Edward Hand through the streets of Glasgow, on Wednesday the 25th September, 1822, for committing a violent assault on the person of a young girl under 12 years of age, at Greenock - L.C.Fol.73(39)"
74460075.txt,"Full and particular account of the trial and sentence of James Newlands, who is to be executed at Inverness, on Saturday 25th May, 1833, for the horrible crime of rape on a young girl, only 17 years of age - F.3.a.13(86)"
74460586.txt,"Full, true, and particular account of the trial of Mr David Bartie, writer, before the High Court of Justiciary, yesterday, for violating the person of Margaret Gray, a girl fourteen years of age, servant in the house in which the pannel lodged, in East C - F.3.a.14(50)"
74460602.txt,"Just published, the trial of Duncan MacMillan, for the horrid crime of assaulting and raviging the person of Jean McLauchlane, with the dreadful sentence pronounced upon him, which important trial came on before the High Court of Justiciary yesterday, and - F.3.a.13(37)"
74460656.txt,"Particular account of the trial and sentence of John Miller, William Storrier, and Wm. Robertson [at Perth, 13th September, 1822] for two different rapes of a most horrid nature, and committed at different times, who is to be executed at Cupar in Fife on  - L.C.Fol.73(37)"
74460871.txt,"Account of that cruel and horrid rape which was perpetrated by a man on a woman on the Paisley Road, on Saturday - L.C.Fol.73(111)"
74459064.txt,"Barney Ligget's misfortunes - L.C.Fol.178A.2(048)"
74459199.txt,"Fy gar rub her o'er wi' Strae - Ry.III.c.36(118)"
74459314.txt,"Luckie Gibson's latter-will, or Comfort to her customers - Ry.III.c.36(117)"
74459315.txt,"Lucky Spence's last advice - RB.l.262(100)"
74459694.txt,"Sporting ladies reply to Mr Reynard the Fox 's list, or Burlesque, on them, and their profession - L.C.1268(002)"
74460131.txt,"Discovery of a most shameful and infamous den in the New Town of Edinburgh - F.3.a.13(119)"
74460242.txt,"Execution of Mary M'Kinnon, 16th April, 1823, with her own account of her life - L.C.Fol.73(49)"
74460243.txt,"Execution of Mrs. M'Kinnon who was executed at Edinburgh on Wednesday morning the 16th April, 1823, in the presence of 30,000 spectators, for the murder of Mr. Wm. Howat, and her body given for dissection - L.C.Fol.73(048)"
74460269.txt,"Female prostitute - Ry.III.a.2(056)"
74460354.txt,"Life, sufferings, and death of Janet Fleming - L.C.Fol.74(369a)"
74460561.txt,"Whores of Edinburgh's lament for want of Luckie Spence - Ry.III.c.36(136)"
74460744.txt,"Full and particular account of the extravagent adventures of a young inexperienced farmer from the country - L.C.1268(025)"
74460772.txt,"List of the sporting ladies, who are arrived in Edinburgh, from all the different towns in the three kingdoms, to take their pleasure at Kelso races - L.C.Fol.74(281)"
74555614.txt,"Knights of the Horn Order's address to the Fruit Maids of Edinburgh - Ry.III.a.10(19)"
74460067.txt,"Ancient prophecy - L.C.Fol.73(087)"
74460132.txt,"Discovery of Ancient Relics - L.C.1268(120)"
74460257.txt,"Extraordinary Predictions - F.3.a.13(121)"
74460368.txt,"Martin's wonderful prophecies - L.C.Fol.74(107)"
74460471.txt,"Awful Prophecies of David Ross - L.C.Fol.73(40)"
74460670.txt,"Wonderful prophecies of John Leckie - APS.3.83.17"
74460749.txt,"Merlin reviv'd: or, An old prophecy lately found in a manuscript in Pontefract-Castle in York-shire - Ry.III.a.10(122)"
74458962.txt,"Oh! Hae ye heard o' an unprincipled squad - L.C.Fol.70(011)"
74458967.txt,"Honest Jemmy Ayton - RB.m.143(185)"
74458968.txt,"Huzza for Provost Spittal - ABS.10.203.01(087)"
74458976.txt,"Hurrah! For Francis Jeffrey! - ABS.10.203.01(65)"
74458987.txt,"Familiar epistle from Dudley to Edinburgh - ABS.10.203.1(97)"
74459004.txt,"New song for the electors of the County of Midlothian - RB.m.143(181)"
74459010.txt,"New Whig garland - RB.m.143(166)"
74459014.txt,"Pointed and poetic appeal to the people - ABS.10.203.01(105)"
74459017.txt,"Scottish Answer to a British Vision - RB.l.106(111)"
74459029.txt,"Abercromby's answer, or the exchequer garland - ABS.10.203.01(062)"
74459032.txt,"Address to Robert Montgomery Esq; Late Lord Provost of the City of Edinburgh - APS.4.87.44"
74459036.txt,"Aladdin's Lamp - L.C.1269(177a)"
74459045.txt,"Excellent new song, young Jamie Aytoun - ABS.10.203.01(067)"
74459046.txt,"Anither new sang - RB.m.143(169)"
74459048.txt,"Answer for the Whigs to the clamorous song on them - RB.m.143(167)"
74459054.txt,"Aytoun the union laddie - ABS.10.203.01(063)"
74459055.txt,"Aytoun the yeoman, or, The orator left in the lurch by one of his own voters - RB.m.143(184)"
74459056.txt,"Aytoun, the friend of the people - ABS.10.203.01(106)"
74459105.txt,"Bottom he cam' here to woo - ABS.10.203.01(094)"
74459115.txt,"Bully Stot - ABS.10.203.01(158)"
74459131.txt,"Charlie Grey's come again - L.C.fol.178A.2(210)"
74459196.txt,"Freedom and Learmonth must carry the day - ABS.10.203.1(098)"
74459197.txt,"Freedom and Learmonth must carry the day - RB.m.143(173)"
74459200.txt,"Gangin' a' awry! Or Learmonth's lamentation - ABS.10.203.01(101)"
74459220.txt,"Here's a Health to Aytoun! - RB.m.143(038)"
74459221.txt,"Here's a health to Aytoun - ABS.10.203.01(061)"
74459225.txt,"Honest Jemmy Ayton - L.C.Fol.70(195)"
74459226.txt,"Honest Jemmy Ayton, a new reform song - L.C.1268(103)"
74459230.txt,"Huzza for honest Aytoun - ABS.10.203.01(103)"
74459231.txt,"Huzza for honest Aytoun - RB.m.143(182)"
74459233.txt,"Huzza for Provost Aytoun - ABS.10.203.01(089)"
74459234.txt,"Huzzah for Aytoun - RB.m.143(037)"
74459235.txt,"Huzzah for Provost Spittle - RB.m.143(168)"
74459246.txt,"Is Scotland to get home rule? - RB.m.143(204)"
74459253.txt,"Jamie Cockup's lament for his brother, Peter - APS.3.98.10"
74459259.txt,"Jemmie Forrest - L.C.Fol.178A.2(106)"
74459260.txt,"Jemmie Forrest - L.C.Fol.74(219)"
74459274.txt,"John Bull and the taxes! - L.C.Fol.70(269)"
74459285.txt,"King Pippin - RB.m.143(171)"
74459303.txt,"Lochiel's warning (new version) - APS.3.88.26"
74459305.txt,"Long live good Buccleuch - APS.3.94.19"
74459341.txt,"Mr Aytoun's campaign against the Airdrie Radicals - RB.m.143(183)"
74459348.txt,"My big wig all so mealy and white - RB.m.143(170)"
74459352.txt,"My friend Bill - L.C.Fol.70(163)"
74459362.txt,"New political song about John Murray, the piper, and Mr Aytoun, the friend of the People and staunch reformer - ABS.10.203.1(064)"
74459364.txt,"New song - L.C.1268(138)"
74459376.txt,"O'Connell the Brave! - L.C.Fol.178A.2(007)"
74459397.txt,"Piper John, or Bottom's lament - ABS.10.203.1(095)"
74459419.txt,"Roderick the last of the Goths, and the knight of the iron visage, engaging the Tories and Radicals - L.C.Fol.70(188)"
74459444.txt,"Sir John Boghouse - ABS.10.203.01(107)"
74459472.txt,"Ashes of Napoleon - L.C.1270(16)"
74459476.txt,"Bailie's burial - L.C.1268(149)"
74459488.txt,"Bells are a' ringing - L.C.Fol.70(252)"
74459494.txt,"Bishop's march - L.C.Fol.178A.2(10)"
74459523.txt,"Clerk of the Pipe, or, The Leith reform garland - RB.m.143(174)"
74459540.txt,"Destruction of Abercrombie - L.C.1268(113)"
74459541.txt,"Destruction of Abercrombie - L.C.Fol.70(108a)/L.C.Fol.70(195)"
74459546.txt,"Downfall of Spittal - ABS.10.203.01(088)"
74459577.txt,"Grand ascendency - L.C.Fol.178A.2(11)"
74459580.txt,"Great gathering in Glasgow Green, Wednesday, October 29, 1834 - RB.m.143(018)"
74459582.txt,"Hale rick-ma-tick - L.C.Fol.70(169)"
74459600.txt,"Juste milieu - RB.m.143(178)"
74459604.txt,"Laird of D--mm--e - ABS.10.203.01(102)"
74459640.txt,"Nottinghamshire ballade - RB.l.262(007)"
74459643.txt,"Old world; or, It is far from the world that I have seen - RB.l.262(053)"
74459690.txt,"Sons of Albion - L.C.Fol.178A.2(37)"
74459706.txt,"True Scots mens lament for the loss of the rights of their ancient kingdom - Ry.III.a.10(117)"
74459719.txt,"Whigs and Radicals - ABS.10.203.01(100)"
74459727.txt,"Things I'd like to see - L.C.Fol.70(173)"
74459745.txt,"Up and waur them a', Johnnie - ABS.10.203.01(096)"
74459850.txt,"Triumph of reform - APS.4.87.11"
74459868.txt,"Lord Nicholson, for one night only, will hold a court in the Music-Hall, George Street, on Wednesday, Oct. 4, 1848 - L.C.Fol.74(241)"
74459960.txt,"Lord Advocate's address to Auld Reekie's sons - RB.m.143(165)"
74460001.txt,"New song, Little Frosty - ABS.10.203.01(152)"
74460008.txt,"Poem upon the Union - RB.l.262(097)"
74460009.txt,"Receipt to make a Lord-Pudding - APS.3.87.121"
74460010.txt,"Reply to the Scots Answer to the British Vision - RB.l.262(130)"
74460012.txt,"Second defence of the Scotish vision - RB.l.262(131)"
74460015.txt,"Short satyre on that native of the Universe, the Albanian Animal - RB.l.262(087)"
74460027.txt,"Address to the Electors of Edinburgh - ABS.10.203.01(108)"
74460062.txt,"Equivalent for De Foe - S.302.b.2(45)"
74460068.txt,"And ilka Mearns man and bairn, my parody and song shall learn - ABS.10.203.01(073a)"
74460091.txt,"Rumoured death of the Duke of Wellington - APS.5.200.02"
74460098.txt,"Chairing of the Lord Advocate and the Honourable Mr Abercromby - ABS.10.203.01(074)"
74460112.txt,"Copy of a very interesting letter from Botany-bay - Ry.III.a.2(020)"
74460134.txt,"Downfall of Socialism -- death of Robert Owen - L.C.Fol.74(381)"
74460156.txt,"Electors of Arbroath - APS.4.87.9"
74460274.txt,"Found - RB.m.143(116)"
74460279.txt,"George's Clerk's last speech and dying words - ABS.10.203.01(073)"
74460322.txt,"Inhabitants' meeting - ABS.10.203.01(2)"
74460325.txt,"Interesting case of Tory intimidation - L.C.Fol.74(261)"
74460328.txt,"Jack the coachmaker - ABS.10.203.01(099)"
74460378.txt,"Mr Aytoun's campaign against the Airdrie Radicals - ABS.10.203.01(066)"
74460379.txt,"Mr Blair's claim to represent the independent electors of the City of Edinburgh - ABS.10.203.01(071)"
74460413.txt,"Reform Bill - APS.4.81.43"
74460415.txt,"Resignation of Ministery - L.C.Fol.74(151)"
74460453.txt,"Speech of M. Dupont, the French Atheist - ABS.10.203.01(005)"
74460454.txt,"Speech of Sir Daniel Sandford - ABS.10.203.01(072)"
74460457.txt,"State of the poll and death of the Council - ABS.10.203.01(091)"
74460477.txt,"Cardinal's coach couped, or the Whigs lamentation for the Episcopal toleration - APS.4.96.34"
74460487.txt,"Edinburgh elector's alphabet; or A guide to the poll - ABS.10.203.01(110)"
74460492.txt,"Generous and noble speech of William Wallace of Elderslie at the Battle of Falkirk - RB.l.262(046)"
74460531.txt,"Liberal's catechism, dropt at the meeting of the Fourth District - ABS.10.203.01(090)"
74460571.txt,"To the Editor of the Sunday Review - ABS.10.203.01(035)"
74460573.txt,"To the prospective electors of Roxburghshire - APS.3.79.6"
74460575.txt,"Tom and Jerry, a dialogue between a Whig and a Tory - L.C.Fol.178A.2(8)"
74460655.txt,"Twelve Queries to the Citizens of Glasgow - APS.4.95.14"
74460663.txt,"Whiggery's withered trunk put forth a leaf - APS.4.81.42"
74460692.txt,"Scots answer to a British vision - S.302.b.2(129)"
74460693.txt,"Caledonia's determination - ABS.10.203.01(104)"
74460739.txt,"Second attack of the wild beasts upon their keeper in the Royal Civic Arena, Royal Exchange, Edinburgh - ABS.10.203.01(149)"
74460748.txt,"Grand zoological entertainment, in the Royal Civic Arena, Royal Exchange, Edinburgh - ABS.10.203.01(148)"
74460752.txt,"Full, true & particular account of all the dogs, which meet every Tuesday, at the grand town-council [of Edinburgh] kennel, with a full description of all their qualities, as exhibited at the provost hunt, on Tuesday, 29th November 1842 - ABS.10.203.01(153)"
74460762.txt,"Fellow citizens! and fellow-countrymen - L.C.Fol.74(301)"
74460817.txt,"George Clerk's last speech and dying words on the scaffold and at Pennycuick with his farewell address to his beloved friend Dundas, late member for the City of Edinburgh together with his epitaph - L.C.Fol.74(37)"
74460887.txt,"Burntisland catechisme - RB.l.106(109)"
74458960.txt,"Captain Thomas Green's last farewell to the ocean and all the world, who was execute [sic] with two more of his crew at Leith within the flood-mark, 11 April 1705, for piracie and murder - Ry.III.a.10(104)"
74458964.txt,"Seasonable advice, to all who encline to go in pirrating [sic] - Ry.III.a.10(105)"
74459805.txt,"Fanny Gray/Bold Princess Royal/Long, long, ago - L.C.Fol.70(265)"
74460222.txt,"Full, authentic, and particular account of the execution of Peter Haeman and François Gautiez, who were hanged, within flood-mark, at Leith, on ... 9th January, 1822, for the piratical seizure of the Schooner Jane of Gibraltar, on her voyage to the Brazi - Ry.III.a.2(023)"
74460223.txt,"Full, authentic, and particular account of the execution of Peter Haeman and François Gautiez, who were hanged, within flood-mark, at Leith, on ... 9th January, 1822, for the piratical seizure of the Schooner Jane of Gibraltar, on her voyage to the Brazi - L.C.Fol.74(60)"
74460801.txt,"Last speech and dying words, of John Stewart, who was executed within the flood-mark at Leith, upon the 4th January 1721, for the Crime of piracy and robbery - Ry.III.c.36(74)"
74460835.txt,"We have the following account of a horrid murder committed by pirates on the coast of Ireland, and how they threw the crew over board - Ry.III.c.36(14)"
74533422.txt,"Captain Gordon's vvelcome home, a new song in praise of his taking the French privateers, and a rich prize - Ry.III.a.10(22)"
74459022.txt,"Tribute of regret - APS.4.82.33"
74459323.txt,"Margaret Bell's lament - L.C.Fol.178A.2(002)"
74459324.txt,"Margaret Bell's lament - L.C.Fol.178A.2(028)/L.C.fol.178A.2(028)"
74459333.txt,"M'Gorran's lament - L.C.fol.178A.2(029)"
74459525.txt,"Confession of James Bryce - L.C.Fol.74(337)"
74459631.txt,"Murder of Maria Marten by W. Corder - L.C.Fol.70(134)"
74459666.txt,"Recent murders - Ry.III.a.6(37)"
74459712.txt,"Unfortunate shepherdess - L.C.fol.178A.2(069)"
74459766.txt,"Widow MacFarlane's lamentation for her son - L.C.fol.178A.2(096)"
74459856.txt,"Account of the wonderful discovery of the murderer of William Begbie, porter to the British Linen Company's Bank, who was murdered in November, 1806, in the Bank Close, Nether Bow, and Robbed of nearly £5,000, with the whole particulars how the murderer w - Ry.III.a.2(008)"
74459858.txt,"Letter directed to Magdalene Munro, North Berwick, from Robert Emond, present prisoner in the Calton Jail, on suspicion of the murder of Mrs. Franks and her daughter - Ry.III.a.2(092)"
74459861.txt,"Account of a barbarous & inhuman murder committed by the Revd. Mr. Carroll, parish priest of Ballymore, on the body of a child of three years old, also an account of his brutal usage of other woemen' [sic] 2 of whom are not expected to live - L.C.Fol.73(013a)"
74459864.txt,"Particular account of the unlucky affray that happened on Saturday evening at the head of the Canongate, Edinburgh, between two carters, viz. Alexander M'Donald and [Ge]orge sideserf, who lost his life by a blow from M'Donald - 6.365(97)"
74459867.txt,"Particular account of the behaviour of James Gilchrist, who was executed at the Cross of Glasgow, on Wednesday the 20th of July, 1808 ... for the ... murder of Margaret Brock, his wife, etc. - 6.365(84)"
74459872.txt,"Account of one of the most horrid murders committed by a beggar man ever recorded - L.C.Fol.73(18)"
74459887.txt,"Account of the life and execution of John Stewart and Catherine Wright his wife - L.C.Fol.73(108)"
74459899.txt,"Correct account of the hardened & deplorable behaviour of Charles M’Ewan, now under sentence of death in Edinburgh, since his condemnation - F.3.a.14(21)"
74459900.txt,"Murder - L.C.Fol.74(195)"
74459902.txt,"Full and particular account of a most horrid murder, committed on the body of a young woman, at Ballinlick, ... supposed to be perpetrated by her sweetheart, a young man of the name of Gow - 6.365(99)"
74459903.txt,"Account of a bloody and barbarous murder which was committed on the body of Jannet Stewart by Duncan M’Intyre, etc. - 6.365(96)"
74459904.txt,"Copy of the melancholy and sorrowful lamentation of Robert Tennant ... who is to be executed ... on ... the 2d of October, 1833, for the bloody murder of William Peddie, etc. - F.3.a.13(95)"
74459989.txt,"Lament for Dr Pritchard's children - L.C.Fol.73(128a)"
74460017.txt,"True and particular account of the bloody and cruel murder of Ellen Hanly, on the River Shannon a beautiful young lady, who was seduced from her home in the county of Limerick by a gentleman, who afterwards bribed his servant, Stephen Sullivan, to murder  - L.C.Fol.73(6)"
74460033.txt,"Account of a barbarous and cruel murder Committed on the body James Park, late bleacher, at Pollockshaws, by Robert Mitchell, changekeeper at Strabungo on Wednesday the 10th of October 1792 - 6.365(94)"
74460034.txt,"Account of a bloody murder commited on the body of Mary Grier above the Cross Glasgow, upon Monday Novr. 8th 1790 - APS.3.82.12"
74460036.txt,"Account of a most horrid, bloody and terrible apparition - L.C.Fol.74(94)"
74460037.txt,"Account of the death-bed confessions of Jean Simpson - L.C.Fol.74(369)"
74460038.txt,"Account of the horrid and barbarous Murder of Helen M'Dougal wife of William Burke - APS.4.95.13"
74460074.txt,"Just published, an account of that horrible and cruel murder, alleged to have been committed on the body of Mr Thomas Turner, late landlord of the Ches'shire Tavern, North Bridge, Edinburgh; with the apprehension of Margaret Patrick or Turner, his wife, a - L.C.Fol.74(155)"
74460080.txt,"Account of a most cruel and inhuman murder, which was committed at Mile End, Bridgeton, on Monday evening last, on the body of Sarah M'Viccar, a fine young woman about 18 years of age, who was stabbed in the throat by her sweetheart, Charles Campbell, in  - L.C.Fol.73(084)"
74460100.txt,"Full and particular account of the apprehension of Thomas Moffat, three years ago, for the barbarous murder of his own father, by repeated stabs in the abdomen - Ry.III.a.2(069)"
74460102.txt,"Account of the different murders to which John Stewart and his female associate has made confession to since their condemnation - L.C.Fol.73(107)"
74460123.txt,"Dempster's apprehension and confession - F.3.a.13(24)"
74460124.txt,"Full ... account the apprehension of Robert Dempster ... accused of the murder of M'Donald ... with his slate-hammer, on the high road between Craigrothie and Wemyss Hall Gate ... having been apprehended ... 25th October 1830 - Ry.III.a.2(103)"
74460197.txt,"Full, true and particular account of Barney M'Guire, the bosom companion of ... David Haggart, who was executed at Stafford, on ... 7th June 1830, for murder - Ry.III.a.2(098)"
74460199.txt,"Execution of Charles Donaldson ... who was executed this morning, at the head of Libberton's Wynd, for the murder of Margaret Marr, his wife - F.3.a.14(73)"
74460200.txt,"Account of the execution of John Thomson and David Dobie, for the assault, murder and robbery of Margaret Paterson - F.3.a.14(67)"
74460201.txt,"Full and particular account of the execution of David Haggart, who was hanged at Edinburgh ... 18th July 1821, for the murder of Thomas Morrin, under jailor at Dumfries - Ry.III.a.2(017)"
74460206.txt,"Behaviour, execution, and life and transactions of George Duffy, who suffered at Glasgow, on the 7th Nov. 1832, for the cruel and brutal murder of his own wife, in Drygate Street in May last. Glasgow 7th November, 1832 - L.C.Fol.73(113)"
74460234.txt,"Account of the execution of David Dobie and John Thomson, at Edinburgh, on ... the 18th August, 1830 - F.3.a.14(65)"
74460235.txt,"Account of the execution of Alexander Gillan, who was executed at Speyside, the place where the deed was committed, on Wednesday the 14th of November, 1810, for ravishing and murdering Elizabeth Lamb - his body being afterwards hung in chains - 6.314(23)"
74460236.txt,"Account of the execution of Robert Ferguson, at Inverness, on Friday the 13th of November, for the murder of Captain Munro - 6.365(102)"
74460244.txt,"Execution of the Gilmerton murderers, Dobie and Thomson - F.3.a.14(66)"
74460264.txt,"Fatal effects of jealousy - Ry.III.a.2(078)"
74460300.txt,"Horrible murder - Ry.III.a.2(026)"
74460302.txt,"Horrid and barbarous murder committed upon the body of Mary Thomson, by her sweet-heart David Brown, a farm servant near Carlisle - F.3.a.13(92)"
74460306.txt,"Full, true and particular account of that most horrid and barbarous murder, committed by James Fraser, a chimney-sweeper, in Blackfriars' Wynd, this day, on the body of his own wife, by striking her on the back of the head with a leaden bullet - F.3.a.13(118)"
74460307.txt,"True and particular account of William and Alexander Thomson ... Who were hanged upon the new drop of Exeter, on ... 28th May 1830 for the murder of their father - F.3.a.13(102)"
74460309.txt,"Account of the barbarous and inhuman murder of Mrs Franks and her daughter, with the Wonderful Manner the Murders were discovered - F.3.a.13(82)"
74460310.txt,"Full, true and particular account of a cruel ... murder, committed on the bodies of two orphan children, by Mrs. Long, their mother-in-law, at Gainsboro', in Lincolnshire, on the 26th January, 1824 - F.3.a.14(18)"
74460311.txt,"Horrid murder - L.C.Fol.73(47)"
74460312.txt,"Full, true and particular account of that most horrid and atrocious murder, committed on the body of a respectable old gentleman of the name of Millie, in the neighbourhood of Cupar, in Fife; together with the apprehension of his man-servant, named Hender - F.3.a.13(108)"
74460313.txt,"Horrid parricide - L.C.Fol.73(28)"
74460315.txt,"Hue and cry, atrocious murder and robbery - L.C.Fol.74(245)"
74460323.txt,"Full and particular account of a most horrid and inhuman murder, committed a few days ago, at Sunnybrae, parish of Saline, in Fife, on the body of a new born infant, by its own unnatural mother, who put it on a large fire, by which it was nearly consumed  - Ry.III.a.2(029)"
74460331.txt,"Lament of Macfarlane, Blackwood and Young - L.C.Fol.73(124)"
74460336.txt,"Lamentation of Elizabeth Banks, presently lying under sentence of death in the Calton-Hill Jail ... for the ... murder of Peter Banks, her husband, at Pathhead, by giving him a quantity of arsenic - F.3.a.13(123)"
74460337.txt,"Lamentation of Elizabeth Banks, presently lying under sentence of death in the Calton-Hill Jail ... for the ... murder of Peter Banks, her husband, at Pathhead, by giving him a quantity of arsenic - L.C.Fol.74(367)"
74460341.txt,"Lamentations as of John Thomson & David Dobie the two unfortunate men now under sentence of death in the Calton Jail, and who are to be executed at Edinburgh, on the 18th of August, 1830, and their bodies to be given to Dr. Munro for dissection, for the a - F.3.a.14(63)"
74460345.txt,"Copy of a letter regarding ... John M'Court, who is to be executed ... for the murder of his wife, Janet ... M'Court; together with a melancholy lamentation [in verse], on the occasion - F.3.a.13(71)"
74460356.txt,"Lines on the dreadful murder of four Catholic clergymen by the Turks in Bulgaria - L.C.1270(14)"
74460357.txt,"Lines on the Gilmerton murder - F.3.a.14(56)"
74460366.txt,"Margaret Dickson's penetential [sic] confession - Ry.III.a.10(76)"
74460376.txt,"Particular account of a most horrid instance of child-murder, attended with circumstances of the greatest barbarity, which was discovered at Thorney Bank on Wednesday last, when Catharine Weir, alias McQuarry, the mother, was apprehended and committed to  - APS.4.82.27"
74460384.txt,"Full, true and particular account of that cold, bloody and diabolical murder committed on the body of Mr M'Nab's post boy, innkeeper and Post Master in Cupar of Fife who was barbarously murdered a few yards from his masters house on Thursday last - F.3.a.13(73)"
74460387.txt,"Account of a most horrid murder, supposed to be commited on the body of Mr Mark Dow, a respectable shoemaker in Leith Street, Edinburgh, on Wednesday evening the . . ., or early on Thursday morning, the 11th January, 1827, who was found dead nearly naked, - F.3.a.14(35)"
74460388.txt,"Account of a most horrid murder, supposed to be commited on the body of Mr Mark Dow, a respectable shoemaker in Leith Street, Edinburgh, on Wednesday Evening the 10th, or early on Thursday morning, the 11th January, 1827, who was found dead nearly naked,  - F.3.a.13(17)"
