id,key,selfmark,text,title,year
15989,ballad,L.C.1268,"This broadside letter begins: 'MR JOHN DOWIE, Libberton's Wynd, Edinburgh. / DEAR JOHNNIE, / I cannot with-hold this tribute of my gratitude from you.' The letter is marked 'EDINBURGH, / 14th Sept. 1789', and is followed by a poem entitled 'Johnnie Dowie's Ale'.
This curious piece of comedy theatre is more like an advert for Johnnie Dowie's alehouse. The fact that an entertaining poem is included, perhaps confused people into buying before they realised it was a marketing ploy. Ale-houses brewed their own beer at the time, so advertising the quality and taste of it was marketing angle. Libberton's Wynd was also where most of the hangings in Edinburgh occurred and so there was probably a lot of money to made if the public knew where you were.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside entitled 'Mr John Dowie',1789
16473,ballad,RB.m.143(183),"This ballad begins: 'COME Brother Conservatives, fill up your glasses, / And start to your feet with hearty hurra! / Tho no more we may draw our broad swords on the asses, / Our tricks and our cunning will win us the day.' An illustration of a haughty-looking man astride a horse that is too small for him, adorns the top of the sheet. He is waving at a mother and her two small children.
A note before the song mentions it was 'Sung, with great applause, at the last dinner given by the Edinburgh Sour Milks'. James, sometimes referred to as 'Jemmy' or 'Jamie' Aytoun, (1797-1881) was the Radical Party candidate in the 1841  parliamentary elections. This piece accuses him of having Tory sympathies and directs bitter satire at him, accusing him of being hypocritical and corrupt.
The National Library of Scotland holds another broadside relating to this incident, entitled 'Aytoun the Yeoman!, or, The Orator Left in the Lurch by One of his Own Voters'. There are several other sheets relating to Aytoun's political ambitions, at various times in the mid nineteenth century.",Broadside ballad entitled 'Mr Aytoun's Campaign against the Airdrie Radicals',1830-1840
15987,ballad,L.C.1268,"This ballad begins: 'SCOTMEN ! In Auld Reekie born, / You, who fools and tyrants scorn, / Welcome, this bright April morn, / To do the needful here !'
The Mound in Edinburgh was created in 1769, after Nor' Loch had been drained six years earlier, by the rubble and back-fill from the new housing estate or the New Town. This building work had been ongoing for at least two years, when one of the engineers, Boyd, laid a temporary bridge across the gap to shorten the route between the two towns. The railway was eventually run underneath the Mound during the 1840s, and the National Gallery and Royal Institute were built here afterwards. This broadside probably relates to the controversy over the construction of the National Gallery. There was a widely-held view that the Mound was being ruined by the new buildings. The mention of a 'primrose' in the penultimate verse, may be a veiled reference to Mr. Bouverie Primrose, secretary of the Board of Manufactures who were responsible for financing the building of the Gallery.
The fact that the real point of this poem is difficult to understand for modern readers, and that there is no contextual information included for the reader's benefit, illustrates the broadside's function in society. It was immediate, topical and disposable - momentary entertainment on the issues of the day!",Broadside ballad entitled 'The Mound's Appeal',1852
15148,ballad,L.C.Fol.70(144b),"Verse 1: 'Come, my lads, let us mount and go, / For I'm going home, will ye gang or no? / For the drink's a' done; and the reckonings paid, / And I'm going home to my ain fire-side.' The publisher of this broadside was Muir, but the town and the date of publication are not cited.
'My Ain Fireside' may be intended to share the same melody as the celebrated song of the same name by Elizabeth Hamilton (1758-1816), but the subject matter of this song is far earthier. Hamilton's 'My Ain Fireside' celebrates humilty economy and sobriety, themes taken further in her didactic novel, The Cottagers of Glenburnie' (1808). By contrast, the song on this broadside advocates enjoying a drink, or several drinks, as long as they are not taken at the expense of a happy home life.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'My Ain Fireside',1860-1880
14868,ballad,L.C.Fol.178.A.2(104),"This ballad is sung to the tune of the 'Laird of Cockpen' and begins: 'To get drunk at Nairday is counted nae sin, / Although that your neighbours be leadin' you blin', / For wasting of money there's naebody cares; / They run and they'll roar like the Russian bears.' The chorus begins: 'And now we've to enter another New Year, / When little is thought on but whisky and beer'. A woodcut illustration showing a man standing next to large kegs of whisky, rum and brandy has been included at the top of this sheet.
This ballad, although light-hearted, demonises the drinking of alcohol - particularly the excesses of the New Year. The last line calls out for intemperance to be banished 'far from our shore'. The Temperance Movement was a phenomenon that first appeared in the nineteenth century. Supporters of the movement, believing that alcohol was responsible for a great many of the social ills of the day, strongly advocated abstinence from alcohol.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'The New Year',1860-1890
15896,ballad,S.302.b.2(084),"Verse 1: ' BLyth Jockie young and gay, / Is all my hearts delight, / He's all my talk by Day, / And in my Dreams by night. / If from the Lad I be, / It's Winter then with me, / But when he's with me here, / 'Tis Summer all the year.' The text under the title reads, 'A song much in Request' and 'To an Excellent new Tune'. The name of the publisher has not been included.
A popular song, this would have already been known to a large section of the broadside-buying public. This version, however, was to be sung to a new tune. With no musical notation supplied, people relied on the chapmen and patterers who were selling the broadsides to sing the ballads as they wandered through the streets. This enabled people to familiarise themselves with the melody and also, in a society where literacy was by no means universal, memorise the words.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'The New Way of Jocky Blyth and Gay',1701
14975,ballad,L.C.Fol.70(48a),"Verse 1: 'Look kind on me, I'm sure you ought, / I dinna feel just richt, sirs; / I'm rather bashfu', 'tis my faut, / My first attempt the nicht, sirs. / At me I see the laddies steal / Sly looks of admiration; / But ladies ye alane can feel / My delicate situation.' This was to be sung to the tune of 'Up in the Morning?s no for Me'. The broadside was published on 27th June 1874, priced at one penny, and published by the Poet?s Box in Glasgow.
This comic ballad relies on the stereotype of fishwives being terrible gossips. In the first verse the narrator pretends to be shy, but from the start of the second verse she recounts her life story in minute detail, digressing wildly and even returning after the dance interlude to add three more 'encore' verses. The way the sheet is laid out, with the dance and encores clearly marked, confirms that this ballad was very much intended for public performance.
The Poet?s Box in Glasgow operated from 1849 to 1911. Matthew Leitch was the proprietor at 6 St. Andrew Lane?s, a narrow street on the south side of Gallowgate, from 1850 to 1858. His son William Munsie Leitch worked at the same address from 1859 to 1865 and at varous addresses in London Street until 1911. Many of the broadsides published by the Glasgow Poet?s Box were dated and some carried advertisements, not just for printed items but also for shoe blacking and ?soap for lovers?! Like the other ?boxes? in Dundee and Edinburgh, the Glasgow one sold love songs, sea shanties, parodies and dialogues. It is not clear what the connection between the different Poet?s Boxes were. They almost certainly sold each other?s sheets. It is known that John Sanderson in Edinburgh often wrote to the Leitches in Glasgow for songs and that later his brother Charles obtained copies of songs from the Dundee Poet?s Box. There was also a Poet?s Box in Belfast from 1846 to 1856 at the address of the printer James Moore, and one in Paisley in the early 1850s owned by William Anderson. 
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'Newhaven Fishwife',1874
14945,ballad,L.C.Fol.70(32b),"This ballad begins: 'We from childhood played together, / My dear comrade Jack and I; / We would fight each other's battles, / To each other's aid we'd fly'. The sheet was published by the Poet's Box of 224 Overgate, Dundee.
At the bottom of the sheet is a notice advertising other items published by the Poet's Box, such as recitations and stump speeches. The Dundee Poets? Box was in operation from about 1880 to 1945, though it is possible that some material was printed as early as the 1850s. Most of the time it had premises at various addresses in Overgate. In 1885 the proprietor J.G. Scott (at 182 Overgate) had published a catalogue of 2,000 titles consisting of included humorous recitations, dialogues, temperance songs,  medleys, parodies, love songs, Jacobite songs. Another proprietor in the 1880s was William Shepherd, but little is known about him. Poets? Box was particularly busy on market days and feeing days when country folk were in town in large numbers. Macartney specialised in local songs and bothy ballads. Many Irish songs were published by the Poets? Box ? many Irishmen worked seasonally harvesting potatoes and also in the jute mills. In 1906 John Lowden Macartney took over as proprietor of the Poet?s Box, initially working from 181 Overgate and later from no.203 and 207.
It is not clear what the connection between the different Poet?s Boxes were. They almost certainly sold each other?s sheets. It is known that John Sanderson in Edinburgh often wrote to the Leitches in Glasgow for songs and that later his brother Charles obtained copies of songs from the Dundee Poet?s Box. There was also a Poet?s Box in Belfast from 1846 to 1856 at the address of the printer James Moore, and one at Paisley in the early 1850s, owned by William Anderson. 
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.","Broadside ballad entitled 'New Year's Song. Comrades, Comrades'",1880-1900
16456,ballad,RB.m.143(166),"Verse 1: 'I am a freeman, tight and sound, / Of Edinbro's good town, / For trade and lads of honest heart, / A place of high renown'. The song is by 'C. M'K.' and should be sung to the tune 'A begging we will go'. There is a woodcut depiction of a well-dressed lady resting, with her basket, under a leafy tree in the countryside.
The name 'Whig', given to the 'Country Party', was taken from a group of non-Conformist Scottish outlaws, the 'Whiggamores'. This non-conformity and rebellion suited the party's aims at the time. The Whigs, by and large, were anti-Catholic and anti-Monarchy. They were often staunch puritans and they campaigned for parliamentary powers to outweigh those of the monarchy. This laissez-faire and more democratic attitude, however, eventually won them more support in the growing industrial centres.
This style of text, with its implicit political propaganda, would not only have made for compelling entertainment, but would also perhaps have stimulated political thought, reasoning and debate.",Broadside ballad entitled 'A New Whig Garland',1830-1840
14454,ballad,Ry .III.a.10(007),"Verse 1: 'HArd Fate that I should banisht be / And Rebell called with Scorn, / For serving of a Lovely Prince, / As e'er yet was Born, / O the Broom the Bonny Broom, / The Broom of Cowding Knows, / I wish his Frinds had Stayed at home / Milking there Dadys Ewes.'
The narrator of this ballad appears to be someone who has been exiled for supporting a Jacobite rising. It is more likely that the ballad refers to the 1715 rising in support of James Stewart, 'The Old Pretender', than the 1745 rising of 'Bonnie Prince' Charles Edward Stewart. Despite the ballad's Jacobite sympathies, verse eight praises the Hanoverian King George, probably to prevent the printer being accused of treason. However, a later hand has changed 'George' to 'James'.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'The New Way of the Broom of Cowden Knows',1716
15803,ballad,Ry.III.a.10(089),"This ballad begins: 'I crossed Forth, I crossed Tay, / I left Dundee, and Edinborrow, / I saw nothing there worth my Stay, / and so I bad them all Good-morrow . . . ' Below the title, a note states that this ballad is sung 'To it's own Proper Tune &c'.
Narrated by a young woman, this romantic ballad tells the story of her love for a 'Bonny Highland Laddie'. The narrator describes the clothes her beloved wears, and mentions how she would love to wrap him up in her plaid. Following this, she defiantly states how his lowly rank is of no consequence to her, such is the degree of her love for him. The young woman concludes her ballad by announcing that, once they had arrived in Stirling for their marriage, her 'tocher' (a woman's dowry) consisted of being lovingly embraced up by him in his own Highland plaid.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.","Broadside ballad entitled 'The New way, of the Bonny Highland Laddie'",1701-
15828,ballad,Ry.III.a.10(118),"Verse 1: 'The Nymph. / Loves fairest Youth, in blooming May, / stood Musing by a River Side, / Where the Bright Goddess of the Day, / Had deck'd the Plain in Glorious Pride: / Then Laurels green crown'd bonny Jean, / And secret Flames bred Constancy; / Almighty Jove soon from above, / Fix'd Love's sweet Passions in her Eye.' This broadside was published by John Reid of Pearson's Close in Edinburgh, in 1719.
'The New Way of Bonny Jean' is a ballad whose events and meaning are shrouded in classical allusion and metaphor. The verses seem to chart the seduction of a young girl, Jean. At the start, Jean is depicted in an Edenic situation by a river, clad in laurel and at one with nature. After being pierced with Cupid's arrow, however, 'She leaves the Grove to follow Love'. The final verse implies that Jean has suffered a fall from grace, and now inhabits a place 'where soft perfuming flames do burn'.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'The New Way of Bonny Jean',1719
14825,ballad,L.C.Fol.178.A.2(061),"Verse 1 begins: 'Good people all of Glasgow, pray listen unto me, / Whilst I relate this woeful tale and mournful tragedy'. This sheet was printed by James Lindsay of 9 King Street, Glasgow (1852-59).
This broadside tells the familiar story of a virtuous but warm girl, Jane, who was tricked in love by the wealthy blade, John. Unfortunately, she died trying to give birth to their illegitimate child. It has become clear from marriage and baptismal entries that it was normal for couples to live together upon betrothal. It has also become clear from cemetery excavations that between a quarter and half of the female population, before the introduction of modern hospitals, died in childbirth.
Broadsides, cheap and accessible, were often used as moral forums with 'lessons of life' included in the narrative. Broadside authors tended to see themselves as moral guardians and teachers in society. As such, publishers often disseminated 'educational' texts outlining the social and personal consequences of undisciplined or immoral behaviour.","Broadside ballad entitled 'A New Song, Called the Bridgeton Tragedy'",1852-1859
16513,ballad,ABS.10.203.01(150),"This ballad begins: '[VI]CTORIA's doun to Embro' toun, / The Queen o' the North to see, / And a' are join'd in heart and mind / To welcome her wi' glee'. It was to be sung to the tune of 'Up, an' Waur them a', Willie', and cost one penny to buy.
This ballad appears to revolve around the reception Queen Victoria received upon her arrival in Edinburgh, during her 1842 tour of Scotland. Although the Lord Provost, James Forrest, was meant to lead a welcoming party to greet the sovereign, there was some confusion over the date of her arrival and they failed to make an appearance. In this 'New Song' the rather unfortunate incident is blamed on the actions of the then Prime Minister, Robert Peel (1788-1850). The ballad goes on to attack some of the reforms that were introduced by Peel during his time as home secretary and prime minister.
The song is a parody of the traditional Jacobite ballad 'Up and Warn A', Wullie', which, according to Robert Burns, was the warning of a Highland clan to arms. It was referred to by Lowlanders as 'Up and Waur Them A', Willie', and in this version has been changed to 'Up an' rin awa' Robie'.",Broadside ballad entitled 'A New Song to an Old Tune',1842-
15545,ballad,ABS.10.203.01(130),"Verse 1 begins: '[VI]CTORIA doun to Embro' toun, / Queen o' the North to see, / And a' are joined in heart and mind'. The song should be sung to the tune 'Up, An' Waur Them A', Willie' and would have sold for a penny a copy.
Queen Victoria paid her first visit to Scotland in 1842 after the precedent was set by George IV in 1822. She was officially welcomed to her Northern Kingdom in Edinburgh, although the procession did not go entirely smoothly here. Stands collapsed, there was a dangerous security mix-up and one of Scotland's earls was run over by her carriage! These incidents, however, already added to the already prolific volume of material written in her honour - such as this anonymous poem.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'A New Song to an Old Tune',1842
15410,ballad,L.C.Fol.74(221),"Verse 1: 'VICTORIA's doun to Embro' toun, / The Queen o' the North to see, / And a' are join'd in heart and mind / To welcome her wi' glee; / But our Duke, and Peel, that sleeky chiel, / The management hae ta'en, / And honest Leith - in spite her teeth - / She's slighted been again.' The song was to be sung to the tune 'Up, an' Waur Them A', Willie'. The broadside was priced at one penny. It does not carry the name of the publisher or the place of publication.
This ballad refers to Queen Victoria's (reign: 1838-1901) first tour of Scotland, in 1842. The narrator criticises her advisers, The Duke of Buccleuch and Robert Peel, the prime minster, for hurrying the Queen off to Edinburgh instead of encouraging her to stop and greet the crowds that had turned out for her arrival at Granton Pier. The narrator also mocks Edinburgh's Lord Provost, James Forrest, who missed the queen's entrance altogether. This incident became the subject of its own satirical ballad, 'Jemmie Forrest'. Despite the inauspicious start, Victoria's tour turned out a success, amd thereafter she became the monarch who re-established strong royal connections with Scotland.
Broadsides are single sheets of paper, printed on one side, to be read unfolded. They carried public information such as proclamations as well as ballads and news of the day. Cheaply available, they were sold on the streets by pedlars and chapmen. Broadsides offer a valuable insight into many aspects of the society they were published in, and the National Library of Scotland holds over 250,000 of them.",Broadside ballad entitled 'A New Song to an Old Tune',1842
15766,ballad,RB.I.106(107),"Verse 1: ONce in a Morning Sweet and Fair, / as I went forth to take the Air, / I spip'd a Nimph without Compare, / was following the Gaberlunyman.' This ballad was to be sung 'To its own Proper New Tune'. The broadside carries no date or place of publication.
In medieval Scotland, a 'Gaberlunyman', more commonly 'Gaberlunzie Man', was a licensed beggar and beadsman, who would pray for the souls of others for a fee. The word 'gaberlunzie' is believed to have come from the French words 'gaban', referring to a sleeved, hooded cloak, and 'laine', meaning 'wool'. The cloaks these men wore were blue, so they were also known as 'bluegowns'. This song probably predates another song about the 'Gaberlunzie Man' in Allan Ramsay's 'Tea-Table Miscellany' of Scots songs, which was first published in 1724.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'The New Way of Gaberlunyman',1719
16535,ballad,RB.m.169(035),"Verse 1 begins: 'Good people pay attention / To these my humble rhymes, / About the state of Trade, / And those shocking dear times'. This poem was  written by John Wilson, Glasgow. The sheet was published by James Lindsay of 9 King Street, Glasgow.
It is relatively unusual to find an author's name attached to a broadside as most of the sheets remained anonymous. This was a trade-off as it was cheap and quick to have work published this way. It was likely that John Wilson was the compiler of 'The songs of Scotland' published in the early 1840s. He is the subject of another song of this site 'Scotia's dirge' which laments his death in 'America' (probably QuebecCity ) in 1849. Wilson was best known as a tenor, successful in Covent Garden and Drury Lane, London and throughout the eastern seaboard of North America. 
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'A New Song on the Dear Times',1850-1860
14816,ballad,L.C.Fol.178.A.2(056),"The first verse begins: 'Oh! Reform now it is the rage, / Wherever you may go; / Mr. Bright now of the present age, / The seed began to sow.' The chorus begins: 'So good people all, on you I call, / And mark what I do say'. There are no publication details given, but this is one of two songs - printed by James Lindsay - on this sheet. 
The nineteenth century was a time of great social and political reform. Amongst other things, every working-class male householder received the vote (1867 Reform Act) and measures were put in place to tackle issues such as poor health, poverty, education and working conditions. This song light-heartedly pokes fun at the notion of 'reform fever'. 'For to Reform Lord Derby's bill', in the final verse, possibly refers to a bill that was introduced by Lord Derby in 1830s to abolish slavery.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside entitled 'A New Song on Reform',1852-1859
14542,ballad,Ry.III.a.10(068),"This ballad begins: 'As I went to Mallinger Fair / with my Battel of Bear, / I met with young Peggie, / who's Beautie was clear. / Ratting a rew.' The text preceding it reads: 'OR, / The Female-Dear-Joy tricked of her Maiden-Head. / To a New Irish Tune.'
Although the words are written down on this sheet implying they would be read, many more, mainly illiterate, people would have had access to the information carried here. This was due to the public and group-based nature of broadside entertainment. As a result this song still exhibits features of the oral tradition, such as short verses and an easy repetitive chorus, so that it can be easily remembered. (Mallinger is probably an old spelling of Mullingar, Co. Westmeath, Ireland).
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'A New Song of Mallinger',1700
16471,ballad,RB.m.143(181),"This political ballad begins: 'Oh! The gallant Sir John is a Knight of renown, / And from London post-haste he has lately come down, / Having fairly got out of that innocent scape, / Of the Banners, and Mottos, and bits of Black Crape'. A note below the title states that the ballad should be sung to the traditional tune, 'The Young Lochinvar'. Although there are no publication details included on this sheet, the reference to Jamie Aytoun suggests that it was most likely published in Edinburgh during the 1830s.
Illustrated with a woodcut that contains Joan of Arc's famous motto, 'Without fear and without reproach', this political ballad refers to an electoral contest in Edinburgh between James Aytoun (1797-1881) and Sir John Campbell. Written in the mock-heroic style of a battle between two knights, the writer certainly appears to favour Campbell over Aytoun. While it is known that Aytoun was a well known member of the Radical Party in Edinburgh in the 1830s and 40s, there is less information about who Campbell was - though he might well have been a candidate for the Whig Party. The National Library of Scotland's collection contains many broadsides that report on political contests in Edinburgh during this period.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'A New Song for the Electors of the County of Midlothian',1830-1840
16534,ballad,RB.m.169(032),"Verse 1 begins: 'Good people all of Glasgow, pray listen unto me, / Whilst I relate this woeful tale and mournful tragedy'. The woodcut at the top of this sheet shows an Irish leprechaun reading an outsize book.
This ballad addresses the common theme of innocence deceived, through the story of Jane and John. John, the rakish, moneyed blade, meets with the good and virtuous Jane in Glasgow, whereupon he persuades her into a relationship with him. He eventually drops her, but her despair is heightened by the knowledge of her pregnancy. The broadside ends on the practical, if not necessarily appropriate, scene of the girl's death in childbirth, the comment being that she no longer has to live in sin, while John, oblivious to the misery he caused, continues with his life.
Broadsides, cheap and accessible, were often used as moral forums with 'lessons of life' included in the narrative. Broadside authors tended to see themselves as moral guardians and teachers in society. As such, publishers often disseminated 'educational' texts outlining the social and personal consequences of undisciplined or immoral behaviour.",Broadside ballad entitled 'A New Song Called the Bridgeton Tradegy',1850-1860
14788,ballad,L.C.Fol.178.A.2(033),"The first verse reads: 'You gallant sons of freedom that come from Erin's island, / Come listen to a verse or two, its worthy of your smiling, / A battle was fought in Cumberland - a battle too most cruel, / It was between M'Lusky bold and the brave Anthony Suel.' It was published by James Lindsay of 9 King Street, Glasgow, and probably sold for one penny.
During the years of industrialisation, emigration from Ireland to Scotland reached record levels as the Irish travelled in search of work. At the same time, broadside producers became aware of the arrival of this new audience and began producing sheets that would appeal to them. This included news reports from Ireland and ballads recalling the beauty of Erin and the bravery of the Irish. Unfortunately, it also led to broadsides that played on the fears and prejudices of people who, in their ignorance, were afraid and suspicious of these new arrivals.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'A New Song Called The Bold McLusky',1852-1859
14807,ballad,L.C.Fol.178.A.2(051),"This song begins: 'Good people pay attention / To these my humble rhymes, / About the state of Trade, / And those shocking dear times'. The chorus begins: 'Things are so high, poor people cry, / Such times was ne'er before'. It was written by John Wilson of Glasgow, and published by the printer and wholesaler, James Lindsay, of 9 King Street, Glasgow.
This light-hearted song bewails the rising prices that are one consequence of the war. As with many broadsides, this one assumes a certain degree of knowledge amongst the readership and, as such, does not actually name the war in question. Although this can at times be confusing for the modern-day reader, it would have made sense to a contemporary audience. After lamenting these 'Dear Times', the author makes his own plea: 'Now, to conclude, and make an end / Unto my humble lines. / You know with us poor singers / It is very hard times. / But to live, and let live, / Is a maxim you all know, / So I hope you'll buy a song from me, / Before that you do go'.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside entitled 'A New Song on the Dear Times',1852-1859
15986,ballad,L.C.1268,"This ballad sheet begins: 'Air, ? ""Welcome Royal Charlie"". / Gude news we meet in ilka street, ? ""MACAULAY'S cause speeds rarely;"" / For ilka fae ,twa friend's we hae'.
The tune 'Welcome Royal Charlie' was a well-known Jacobite tune, although its author and date are obscured by the anonymity which most Jacobite supporters adopted to protect themselves. It did, however, enjoy more publishing popularity in England and Ireland, especially, than in Scotland.
The references to Macaulay, Lyon and Nick, in the lyrics, are now a little obscure, although the whole piece seems to refer to some sort of support or vote. The reference to 'Reikie' would suggest that it is set in Edinburgh, taken from the nickname 'Auld Reekie'.",Broadside ballad entitled 'New Song',1830-1840
14504,ballad,Ry.III.a.10(046),"This ballad begins: 'FAREWELL to Lochaber, and farewell my Jean, / Where heartsome with thee I've mony a Day been; / For Lochaber no more, Lochaber no more, / We'll may be return to Lochaber no more.' This ballad is sung to the tune of 'Lochaber no more', and there is a generic woodcut scene of hunting at the top of the page.
The tune to this piece is believed to have been based on the Irish air, 'Limerick's Lamentation'. The majority of scholars believe the original was adapted by the Irish harpist, Thomas Connellan (1640-1698) although it has recently been suggested that Myles O'Reilly (b. 1635), another Irish harpist, may have made these changes. The lyrics were written by Allan Ramsay (1686-1757), and although he was not a declared Jacobite supporter, they do reveal his Jacobite sympathies.
Broadsides are often crudely illustrated with woodcuts - the earliest form of printed illustration, first used in the mid-fifteenth century. Inclusion of an illustration on a broadside increased its perceived value, especially among the illiterate. To keep costs down, publishers would normally reuse their limited stock of generic woodcuts.",Broadside ballad entitled 'A New Song',1723
15890,ballad,S.302.b.2(074),"This ballad begins: 'ADIEU, my Celia, Oh adieu! / Adieu my only Treasur!' The text preceding the ballad reads: 'To the Tune of, Peggy I must love thee. / The Words, by Mr. Ramondon, Senior.' There are two woodcuts at the top of the sheet.
Very little is known about Mr Ramondon, Senior, except that he was a prolific broadside lyricist. 'Celia' was a popular pastoral literary motif, during the seventeenth and eighteenth centuries. There was a resurgence in interest in the classical period and in retelling simple romances, during this period. The name 'Celia' appealed as it fulfilled both functions, stemming from the Latin Caelius which had connotations of heaven. Its use was lost during the Middle Ages, but it was rediscovered and then pioneered by Shakespeare in his play, 'As You Like It'.
Broadsides are often crudely illustrated with woodcuts - the earliest form of printed illustration, first used in the mid-fifteenth century. Inclusion of an illustration on a broadside increased its perceived value, especially among the illiterate. To keep costs down, publishers would normally reuse their limited stock of generic woodcuts.",Broadside ballad entitled 'A New Song',1715-
14850,ballad,L.C.Fol.178.A.2(086),"Verse 1: 'I'M one of the new police, egad, / The servant maids declare, / There's not a chap in all the force, / can sturt with such an air; / My gloves of white, my coat of blue, / My diginity increase, / And every gesture shows to you. / That I'm one of the new police.' This broadside is not dated and does not carry the name of the publisher or the place of publication.
'The new police' probably refers to the municipal police forces that began to be established in Great Britain in the 1830s. Robert Peel's Metropolitan Police Act of 1829 set up the first modern police force, in London, and the Municipal Corporations Act of 1835 extended the provision for similar forces to be set up across the country. The new police was not universally popular, and the satirical poem on this broadside suggests that the force attracted corrupt and violent men, and that it was designed to spoil the enjoyment and leisure of ordinary people.
Early ballads were dramatic or humorous narrative songs derived from folk culture that predated printing. Originally perpetuated by word of mouth, many ballads survive because they were recorded on broadsides. Musical notation was rarely printed, as tunes were usually established favourites. The term 'ballad' eventually applied more broadly to any kind of topical or popular verse.",Broadside ballad entitled 'The New Police',1835-1850
